Week,Gangbuk-gu,Gwangjin-gu,Nowon-gu,Dobong-gu,Dongdaemun-gu,Mapo-gu,Seodaemun-gu,Seongdong-gu,Seongbuk-gu,Yongsan-gu,Eunpyeong-gu,Jongno-gu,Jung-gu,Jungnang-gu,Gangnam-gu,Gangdong-gu,Gangseo-gu,Gwanak-gu,Guro-gu,Geumcheon-gu,Dongjak-gu,Seocho-gu,Songpa-gu,Yangcheon-gu,Yeongdeungpo-gu
08/4/14,0.44 ,0.03 ,0.67 ,0.76 ,0.16 ,0.11 ,0.13 ,0.02 ,0.36 ,0.00 ,0.21 ,0.14 ,0.07 ,0.55 ,0.10 ,-0.06 ,0.14 ,0.08 ,0.38 ,0.13 ,0.13 ,0.03 ,0.01 ,0.07 ,0.30 
4/21,0.37 ,0.17 ,0.64 ,0.69 ,0.31 ,0.11 ,0.28 ,0.16 ,0.35 ,0.02 ,0.23 ,0.02 ,0.20 ,0.97 ,0.06 ,-0.01 ,0.24 ,0.08 ,0.27 ,0.88 ,0.10 ,-0.01 ,-0.16 ,0.04 ,0.21 
4/28,0.24 ,0.09 ,0.52 ,0.44 ,0.03 ,0.11 ,0.21 ,0.06 ,0.20 ,0.08 ,0.27 ,0.07 ,0.16 ,0.70 ,0.10 ,-0.03 ,0.26 ,0.24 ,0.11 ,0.49 ,0.05 ,0.02 ,-0.06 ,0.03 ,0.07 
5/5,0.43 ,0.03 ,0.53 ,0.19 ,0.24 ,0.18 ,0.27 ,0.03 ,0.31 ,0.00 ,0.27 ,0.00 ,0.07 ,0.32 ,-0.01 ,-0.02 ,0.48 ,0.27 ,0.36 ,0.24 ,0.11 ,-0.02 ,-0.25 ,-0.05 ,0.13 
5/12,0.73 ,0.07 ,0.33 ,0.28 ,0.24 ,0.08 ,0.49 ,-0.02 ,0.26 ,0.14 ,0.28 ,-0.06 ,0.00 ,0.56 ,0.01 ,-0.16 ,0.37 ,0.26 ,0.37 ,0.37 ,0.02 ,-0.07 ,-0.09 ,0.00 ,0.14 
5/19,0.13 ,0.04 ,0.19 ,0.26 ,0.05 ,0.04 ,0.21 ,0.06 ,0.44 ,0.05 ,0.09 ,0.00 ,0.00 ,0.47 ,-0.03 ,-0.31 ,0.27 ,0.28 ,0.14 ,0.60 ,0.14 ,0.00 ,-0.15 ,0.02 ,0.09 
5/26,0.39 ,0.01 ,0.32 ,0.11 ,0.12 ,0.15 ,0.17 ,-0.01 ,0.33 ,0.03 ,0.14 ,0.06 ,0.00 ,0.41 ,-0.05 ,-0.45 ,0.25 ,0.11 ,0.10 ,0.23 ,0.22 ,-0.01 ,-0.10 ,0.03 ,0.14 
6/2,0.38 ,0.06 ,0.18 ,0.17 ,0.18 ,0.16 ,0.27 ,0.01 ,0.32 ,0.14 ,0.34 ,0.06 ,0.00 ,0.34 ,-0.10 ,-0.17 ,0.34 ,0.22 ,0.11 ,0.34 ,0.01 ,0.00 ,-0.16 ,0.01 ,0.13 
6/9,0.27 ,-0.02 ,0.17 ,0.31 ,0.13 ,0.07 ,0.38 ,0.03 ,0.19 ,0.02 ,0.17 ,0.13 ,0.00 ,0.01 ,-0.06 ,-0.14 ,0.10 ,0.16 ,0.08 ,0.35 ,0.09 ,-0.02 ,0.01 ,0.06 ,0.19 
6/16,0.04 ,0.00 ,0.23 ,0.14 ,0.03 ,0.12 ,0.17 ,-0.01 ,0.05 ,0.07 ,0.38 ,0.19 ,0.00 ,0.16 ,-0.06 ,-0.03 ,0.14 ,0.00 ,0.18 ,0.21 ,0.05 ,-0.05 ,-0.21 ,-0.03 ,0.04 
6/23,0.39 ,0.01 ,0.17 ,0.18 ,0.07 ,0.18 ,0.23 ,0.10 ,0.19 ,0.15 ,0.39 ,0.21 ,0.07 ,0.07 ,-0.03 ,-0.12 ,0.15 ,0.09 ,0.07 ,0.15 ,0.03 ,-0.04 ,-0.05 ,0.11 ,0.08 
6/30,0.01 ,0.04 ,0.15 ,0.03 ,0.22 ,0.11 ,0.14 ,-0.03 ,0.26 ,0.04 ,0.19 ,0.36 ,-0.07 ,0.28 ,-0.12 ,-0.09 ,0.09 ,0.13 ,0.06 ,0.32 ,-0.03 ,-0.03 ,-0.10 ,0.02 ,0.09 
7/7,0.16 ,0.00 ,0.08 ,0.05 ,0.03 ,0.06 ,0.17 ,0.01 ,0.17 ,0.04 ,0.04 ,0.24 ,-0.01 ,0.14 ,-0.16 ,-0.06 ,0.07 ,0.07 ,0.17 ,0.17 ,0.05 ,-0.08 ,-0.05 ,-0.04 ,0.09 
7/14,0.01 ,0.00 ,0.10 ,0.06 ,0.37 ,0.04 ,0.08 ,0.00 ,0.23 ,0.10 ,0.14 ,0.39 ,0.00 ,0.13 ,-0.06 ,-0.08 ,0.04 ,0.00 ,0.18 ,0.34 ,0.00 ,-0.08 ,-0.16 ,-0.07 ,0.04 
7/21,0.07 ,0.00 ,0.06 ,0.10 ,0.00 ,0.08 ,0.14 ,-0.01 ,0.10 ,0.01 ,0.03 ,0.08 ,0.00 ,0.00 ,-0.10 ,-0.10 ,0.07 ,0.07 ,0.12 ,0.11 ,0.03 ,-0.03 ,-0.05 ,-0.05 ,0.01 
7/28,0.00 ,-0.06 ,0.00 ,0.03 ,0.00 ,0.05 ,0.07 ,0.00 ,0.17 ,0.02 ,0.02 ,0.08 ,0.00 ,0.07 ,-0.06 ,-0.06 ,0.01 ,0.01 ,0.09 ,0.14 ,0.05 ,-0.03 ,-0.06 ,-0.26 ,0.03 
8/4,0.05 ,0.04 ,-0.01 ,0.00 ,0.00 ,0.05 ,0.02 ,0.00 ,0.02 ,0.05 ,0.06 ,0.22 ,0.00 ,0.07 ,-0.07 ,0.00 ,0.00 ,0.05 ,0.00 ,0.05 ,-0.06 ,-0.02 ,-0.15 ,0.00 ,0.00 
8/11,0.01 ,0.04 ,-0.04 ,0.05 ,0.00 ,0.03 ,0.07 ,-0.01 ,0.00 ,0.00 ,0.12 ,0.14 ,0.00 ,0.00 ,-0.11 ,-0.18 ,0.02 ,0.03 ,0.08 ,0.09 ,0.04 ,-0.05 ,-0.09 ,-0.14 ,0.00 
8/18,0.00 ,0.01 ,-0.03 ,0.04 ,0.00 ,0.01 ,0.07 ,0.00 ,0.01 ,0.05 ,0.12 ,0.04 ,0.00 ,0.00 ,-0.10 ,-0.03 ,0.05 ,0.02 ,0.03 ,0.07 ,0.04 ,-0.14 ,-0.10 ,-0.09 ,0.00 
8/25,0.00 ,0.00 ,0.00 ,0.00 ,0.33 ,0.13 ,0.00 ,0.02 ,0.07 ,0.06 ,0.07 ,0.08 ,0.00 ,0.15 ,-0.06 ,0.01 ,0.12 ,0.00 ,0.10 ,0.23 ,-0.01 ,-0.02 ,-0.04 ,-0.04 ,0.02 
9/1,0.00 ,0.00 ,0.02 ,0.08 ,0.12 ,-0.01 ,0.00 ,0.01 ,0.11 ,0.01 ,0.14 ,0.16 ,0.00 ,0.07 ,-0.06 ,-0.16 ,0.04 ,0.00 ,0.00 ,0.06 ,0.03 ,-0.04 ,-0.16 ,-0.08 ,-0.03 
9/8,0.00 ,-0.03 ,0.00 ,0.03 ,0.00 ,0.05 ,0.03 ,0.00 ,0.00 ,0.07 ,0.27 ,0.00 ,0.00 ,0.00 ,-0.05 ,-0.07 ,0.09 ,0.00 ,0.13 ,0.24 ,0.00 ,-0.05 ,-0.03 ,-0.15 ,-0.02 
9/15,0.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.01 ,0.04 ,0.00 ,0.00 ,0.00 ,0.00 ,-0.03 ,-0.18 ,0.02 ,0.00 ,0.03 ,0.00 ,0.02 ,-0.07 ,-0.03 ,0.06 ,-0.01 
9/22,0.00 ,-0.02 ,-0.01 ,0.01 ,0.00 ,-0.10 ,-0.03 ,-0.01 ,0.00 ,0.07 ,0.15 ,0.00 ,0.00 ,0.00 ,-0.14 ,-0.15 ,-0.02 ,0.19 ,0.05 ,0.26 ,0.00 ,-0.13 ,0.00 ,-0.13 ,0.01 
9/29,0.00 ,-0.01 ,-0.03 ,-0.08 ,0.00 ,-0.02 ,0.03 ,0.04 ,0.00 ,0.01 ,0.03 ,0.00 ,-0.15 ,0.00 ,-0.07 ,-0.23 ,0.03 ,0.00 ,0.04 ,0.17 ,0.00 ,-0.01 ,-0.30 ,-0.18 ,0.07 
10/6,0.00 ,-0.14 ,-0.01 ,0.10 ,0.00 ,-0.42 ,-0.06 ,-0.05 ,-0.01 ,0.04 ,0.04 ,0.08 ,0.00 ,0.00 ,-0.32 ,-0.39 ,0.03 ,0.00 ,0.00 ,0.31 ,-0.03 ,-0.15 ,-0.35 ,-0.20 ,0.00 
10/13,0.00 ,-0.05 ,-0.03 ,-0.10 ,0.00 ,-0.18 ,0.05 ,0.00 ,-0.05 ,-0.03 ,-0.02 ,0.00 ,-0.04 ,-0.01 ,-0.50 ,-0.71 ,-0.02 ,-0.02 ,0.00 ,0.07 ,0.00 ,-0.58 ,-0.32 ,-0.41 ,-0.01 
10/20,-0.03 ,-0.35 ,-0.07 ,-0.09 ,0.00 ,-0.28 ,0.00 ,-0.02 ,-0.02 ,-0.39 ,0.02 ,-0.01 ,-0.16 ,-0.03 ,-1.02 ,-0.31 ,-0.01 ,0.00 ,0.01 ,0.00 ,0.00 ,-0.19 ,-0.64 ,-0.27 ,-0.09 
10/27,-0.06 ,-0.22 ,-0.23 ,-0.24 ,-0.01 ,-0.05 ,-0.20 ,-0.06 ,-0.07 ,-0.19 ,-0.08 ,0.07 ,-0.44 ,-0.04 ,-0.63 ,-0.75 ,-0.04 ,0.00 ,-0.01 ,0.00 ,0.00 ,-0.72 ,-0.53 ,-0.51 ,-0.01 
11/3,0.00 ,-0.15 ,-0.06 ,-0.07 ,0.00 ,-0.30 ,-0.01 ,-0.03 ,0.00 ,-0.07 ,-0.39 ,-0.07 ,0.00 ,-0.01 ,-0.30 ,-0.59 ,-0.27 ,0.00 ,-0.08 ,0.00 ,-0.04 ,-0.65 ,-0.54 ,-0.82 ,-0.01 
11/10,-0.01 ,-0.32 ,-0.22 ,-0.15 ,0.00 ,0.00 ,-0.10 ,-0.02 ,-0.22 ,-0.12 ,0.00 ,0.00 ,-0.01 ,0.00 ,-0.23 ,-0.36 ,-0.13 ,0.00 ,-0.11 ,0.00 ,0.00 ,-0.32 ,-0.74 ,-0.43 ,-0.02 
11/17,-0.01 ,-0.63 ,-0.41 ,-0.33 ,-0.03 ,-0.11 ,0.00 ,-0.23 ,-0.07 ,-0.34 ,-0.03 ,-0.05 ,0.00 ,0.00 ,-0.83 ,-0.53 ,-0.02 ,0.00 ,-0.19 ,0.00 ,-0.08 ,-0.57 ,-0.36 ,-0.43 ,-0.06 
11/24,-0.29 ,-0.23 ,-0.42 ,-0.33 ,-0.03 ,-0.22 ,0.00 ,-0.05 ,-0.14 ,-0.27 ,-0.04 ,-0.05 ,0.00 ,-0.09 ,-0.45 ,-0.84 ,-0.39 ,-0.11 ,-0.15 ,0.00 ,-0.16 ,-0.47 ,-0.48 ,-0.35 ,-0.07 
12/1,-0.06 ,-0.42 ,-0.26 ,-0.06 ,-0.03 ,-0.45 ,-0.12 ,-0.14 ,-0.05 ,-0.51 ,-0.13 ,-0.06 ,0.00 ,-0.01 ,-0.91 ,-0.83 ,-0.09 ,-0.43 ,-0.01 ,0.00 ,-0.15 ,-0.53 ,-0.61 ,-0.24 ,-0.02 
12/8,-1.18 ,-1.13 ,-0.30 ,-0.17 ,-0.11 ,-0.26 ,-0.02 ,-0.31 ,-0.25 ,-0.36 ,-0.10 ,-0.05 ,-0.33 ,-0.30 ,-0.99 ,-0.67 ,-0.34 ,-0.09 ,-0.12 ,-0.20 ,-0.70 ,-0.79 ,-0.74 ,-0.33 ,-0.27 
12/15,-0.22 ,-1.24 ,-0.29 ,-0.29 ,-0.27 ,-0.61 ,-0.23 ,-0.16 ,-0.16 ,-0.66 ,-0.11 ,-0.15 ,-0.52 ,0.00 ,-0.81 ,-0.75 ,0.05 ,-0.47 ,0.00 ,-0.06 ,-0.38 ,-0.43 ,-0.42 ,-0.77 ,-0.21 
12/22,-0.01 ,-0.34 ,-0.69 ,-0.08 ,-0.11 ,-0.45 ,-0.16 ,-0.06 ,-0.10 ,-0.47 ,-0.04 ,-0.09 ,-0.01 ,0.00 ,-0.75 ,-0.26 ,-0.55 ,-0.17 ,-0.18 ,-0.07 ,-0.34 ,-0.60 ,-2.06 ,-0.23 ,-0.02 
12/29,0.00 ,-0.22 ,-0.11 ,-0.10 ,-0.18 ,-0.24 ,-0.06 ,-0.15 ,-0.60 ,-0.01 ,-0.13 ,0.00 ,-0.49 ,-0.08 ,-0.56 ,-0.06 ,-0.13 ,-0.13 ,-0.19 ,-0.09 ,-0.59 ,-0.41 ,-0.45 ,-0.44 ,-0.45 
09/1/5,-0.21 ,-0.11 ,-0.04 ,-0.12 ,-0.05 ,-0.08 ,0.08 ,-0.04 ,-0.16 ,-0.13 ,-0.06 ,0.01 ,-0.22 ,-0.02 ,-0.17 ,0.01 ,-0.12 ,-0.11 ,-0.12 ,-0.16 ,-0.35 ,-0.52 ,-0.05 ,-0.44 ,-0.08 
1/12,-0.09 ,-0.05 ,-0.14 ,-0.26 ,0.00 ,-0.28 ,-0.01 ,-0.12 ,-0.04 ,-0.23 ,-0.03 ,0.00 ,-0.04 ,-0.07 ,0.07 ,0.58 ,0.00 ,-0.12 ,-0.19 ,0.00 ,-0.21 ,-0.36 ,0.00 ,-0.16 ,-0.03 
1/19,-0.42 ,0.07 ,-0.19 ,-0.04 ,-0.01 ,-0.09 ,-0.01 ,-0.15 ,-0.32 ,-0.22 ,-0.05 ,0.00 ,0.48 ,-0.01 ,0.17 ,0.28 ,-0.06 ,-0.02 ,-0.07 ,-0.12 ,-0.30 ,-0.33 ,0.14 ,0.06 ,0.05 
2/2,0.00 ,-0.42 ,-0.30 ,-0.19 ,-0.07 ,-0.14 ,-0.19 ,-0.15 ,-0.02 ,0.09 ,0.04 ,-0.14 ,0.00 ,-0.07 ,0.46 ,0.21 ,0.02 ,-0.08 ,-0.06 ,-0.18 ,-0.33 ,-0.07 ,0.49 ,0.36 ,-0.05 
2/9,-0.09 ,0.06 ,-0.78 ,-0.26 ,-0.21 ,0.05 ,-0.05 ,0.00 ,-0.05 ,-0.15 ,0.00 ,-0.04 ,0.07 ,-0.09 ,0.00 ,0.05 ,-0.17 ,-0.03 ,-0.05 ,0.00 ,-0.01 ,-0.13 ,0.04 ,0.17 ,-0.01 
2/16,0.00 ,0.11 ,-0.13 ,-0.14 ,0.00 ,0.09 ,0.01 ,0.02 ,-0.40 ,0.03 ,-0.10 ,0.00 ,0.00 ,-0.11 ,0.24 ,0.33 ,0.02 ,0.00 ,-0.36 ,-0.19 ,-0.08 ,0.02 ,0.23 ,0.28 ,-0.03 
2/23,0.00 ,-0.18 ,-0.11 ,0.01 ,0.00 ,0.01 ,0.00 ,-0.01 ,-0.06 ,-0.06 ,-0.11 ,0.00 ,0.03 ,0.00 ,0.01 ,0.45 ,0.01 ,0.00 ,-0.16 ,0.00 ,-0.13 ,0.18 ,0.17 ,0.06 ,-0.03 
3/2,0.00 ,0.17 ,0.00 ,-0.89 ,0.00 ,-0.04 ,0.00 ,-0.01 ,-0.08 ,-0.06 ,-0.15 ,0.17 ,0.07 ,-0.05 ,-0.03 ,0.05 ,-0.07 ,-0.02 ,-0.12 ,-0.54 ,-0.29 ,-0.09 ,-0.10 ,0.22 ,-0.02 
3/9,-0.41 ,0.00 ,-0.10 ,-0.18 ,0.01 ,0.01 ,-0.03 ,-0.03 ,-0.11 ,-0.15 ,-0.07 ,0.00 ,0.00 ,-0.15 ,-0.06 ,0.00 ,0.00 ,-0.05 ,-0.28 ,-0.10 ,-0.14 ,-0.03 ,-0.23 ,-0.01 ,-0.22 
3/16,-0.28 ,0.00 ,-0.20 ,-0.58 ,0.00 ,-0.05 ,-0.01 ,0.01 ,-0.08 ,-0.13 ,-0.09 ,0.00 ,0.00 ,-0.03 ,0.05 ,-0.02 ,0.04 ,-0.27 ,0.01 ,-0.18 ,0.00 ,-0.09 ,-0.18 ,-0.01 ,-0.07 
3/23,-0.05 ,0.00 ,-0.14 ,0.00 ,0.00 ,-0.06 ,-0.04 ,-0.01 ,-0.02 ,-0.09 ,-0.26 ,0.28 ,0.00 ,0.00 ,0.17 ,-0.04 ,-0.07 ,-0.08 ,-0.08 ,-0.11 ,0.00 ,0.01 ,0.10 ,-0.01 ,0.19 
3/30,-0.01 ,0.00 ,-0.04 ,-0.01 ,0.00 ,-0.06 ,-0.07 ,-0.12 ,-0.02 ,0.00 ,-0.01 ,0.00 ,0.00 ,-0.04 ,0.11 ,0.78 ,0.04 ,-0.02 ,-0.02 ,-0.13 ,-0.05 ,0.29 ,0.04 ,0.18 ,0.06 
4/6,-0.01 ,0.07 ,-0.08 ,-0.17 ,0.00 ,0.52 ,-0.01 ,0.22 ,-0.11 ,0.05 ,0.00 ,0.07 ,0.07 ,-0.05 ,0.34 ,0.63 ,-0.05 ,-0.18 ,0.02 ,0.11 ,-0.05 ,0.54 ,0.17 ,0.06 ,0.02 
4/13,-0.07 ,0.13 ,0.03 ,0.00 ,0.00 ,0.27 ,-0.08 ,0.08 ,0.00 ,0.08 ,0.00 ,0.55 ,0.08 ,-0.05 ,0.39 ,0.89 ,0.06 ,0.00 ,0.01 ,0.01 ,0.04 ,0.57 ,0.35 ,0.84 ,0.08 
4/20,0.02 ,0.06 ,-0.02 ,-0.23 ,0.04 ,0.36 ,-0.21 ,0.02 ,-0.02 ,0.05 ,0.00 ,0.08 ,0.08 ,0.02 ,0.08 ,0.11 ,-0.04 ,-0.03 ,-0.01 ,0.01 ,0.00 ,0.14 ,0.14 ,0.37 ,0.08 
4/27,-0.08 ,0.00 ,-0.10 ,-0.02 ,0.00 ,0.13 ,-0.01 ,0.07 ,-0.01 ,0.02 ,0.00 ,0.00 ,0.09 ,-0.01 ,0.02 ,0.19 ,0.11 ,-0.04 ,-0.04 ,0.00 ,0.07 ,-0.05 ,0.13 ,0.31 ,-0.01 
5/4,0.01 ,0.00 ,0.00 ,0.00 ,0.01 ,0.11 ,-0.05 ,0.00 ,-0.02 ,0.11 ,-0.02 ,0.06 ,0.00 ,-0.08 ,0.04 ,0.02 ,0.00 ,0.03 ,-0.02 ,0.00 ,0.05 ,0.07 ,0.01 ,0.16 ,0.18 
5/11,0.00 ,-0.21 ,0.08 ,0.00 ,0.00 ,-0.01 ,0.00 ,-0.16 ,-0.04 ,0.00 ,0.04 ,0.00 ,0.30 ,-0.04 ,0.10 ,-0.02 ,0.12 ,0.03 ,0.03 ,0.00 ,0.00 ,0.15 ,0.04 ,0.41 ,0.10 
5/18,-0.04 ,-0.10 ,-0.02 ,0.11 ,0.01 ,0.24 ,-0.10 ,0.00 ,0.08 ,-0.04 ,0.00 ,0.09 ,0.00 ,0.00 ,0.11 ,0.05 ,-0.05 ,0.10 ,0.01 ,0.00 ,0.04 ,0.01 ,0.31 ,0.23 ,0.00 
5/25,0.00 ,-0.06 ,0.04 ,0.04 ,0.00 ,0.16 ,-0.10 ,0.05 ,-0.02 ,-0.05 ,0.00 ,0.03 ,0.17 ,0.00 ,0.11 ,0.01 ,0.08 ,0.00 ,0.00 ,0.02 ,0.01 ,0.04 ,0.11 ,0.23 ,0.06 
6/1,0.00 ,0.03 ,0.00 ,0.06 ,0.12 ,0.24 ,0.03 ,0.08 ,0.10 ,0.13 ,0.02 ,0.01 ,0.20 ,0.01 ,0.20 ,0.09 ,0.01 ,0.05 ,0.17 ,0.00 ,0.08 ,0.22 ,0.07 ,0.21 ,0.21 
6/8,-0.03 ,0.00 ,0.09 ,0.07 ,0.01 ,0.20 ,-0.04 ,0.00 ,0.00 ,0.15 ,0.03 ,0.05 ,0.07 ,-0.16 ,0.09 ,0.13 ,0.17 ,0.04 ,0.03 ,0.00 ,0.00 ,0.10 ,0.25 ,0.10 ,0.08 
6/15,-0.06 ,0.04 ,0.46 ,0.03 ,0.02 ,0.10 ,0.10 ,-0.01 ,0.07 ,0.05 ,0.04 ,0.00 ,0.02 ,0.04 ,0.57 ,0.32 ,0.14 ,0.00 ,0.06 ,0.00 ,-0.03 ,0.25 ,0.36 ,0.15 ,0.54 
6/22,0.01 ,0.04 ,0.26 ,0.29 ,0.00 ,0.20 ,-0.13 ,0.00 ,0.09 ,0.34 ,-0.06 ,-0.03 ,0.17 ,0.02 ,0.41 ,0.65 ,-0.12 ,0.00 ,0.08 ,0.00 ,0.00 ,0.26 ,0.36 ,0.16 ,0.19 
6/29,-0.08 ,0.18 ,0.51 ,0.48 ,0.01 ,0.17 ,0.00 ,0.00 ,0.11 ,0.15 ,0.04 ,0.01 ,0.19 ,-0.02 ,0.26 ,0.46 ,0.20 ,0.07 ,0.16 ,-0.09 ,0.08 ,0.56 ,0.53 ,0.30 ,0.20 
7/6,0.00 ,0.18 ,0.50 ,0.45 ,0.02 ,0.00 ,0.02 ,0.00 ,0.08 ,-0.01 ,0.05 ,-0.09 ,0.15 ,0.00 ,0.46 ,0.52 ,0.15 ,0.02 ,0.06 ,0.00 ,0.11 ,0.80 ,0.75 ,0.31 ,0.26 
7/13,0.08 ,0.08 ,0.14 ,0.08 ,0.00 ,0.40 ,-0.04 ,0.00 ,0.05 ,0.13 ,0.03 ,0.05 ,0.00 ,0.01 ,0.44 ,0.11 ,0.12 ,0.01 ,0.04 ,-0.17 ,0.00 ,0.38 ,0.21 ,0.33 ,0.04 
7/20,-0.12 ,0.05 ,0.19 ,0.24 ,-0.07 ,0.15 ,0.00 ,0.05 ,0.00 ,0.09 ,-0.01 ,0.07 ,0.00 ,0.02 ,0.17 ,0.26 ,0.00 ,0.00 ,-0.03 ,-0.13 ,-0.01 ,0.34 ,0.24 ,0.07 ,0.09 
7/27,-0.03 ,0.06 ,0.10 ,0.06 ,0.00 ,0.31 ,0.03 ,0.09 ,0.15 ,0.03 ,-0.12 ,0.00 ,0.00 ,0.00 ,0.22 ,0.24 ,0.08 ,0.00 ,0.14 ,0.00 ,0.17 ,0.21 ,0.13 ,0.14 ,0.05 
8/3,0.20 ,0.12 ,0.17 ,0.07 ,-0.01 ,0.00 ,0.07 ,0.00 ,-0.06 ,-0.01 ,0.10 ,0.08 ,0.00 ,0.00 ,0.08 ,0.27 ,0.00 ,0.02 ,0.00 ,-0.09 ,0.15 ,0.24 ,0.16 ,0.00 ,0.00 
8/10,0.35 ,0.14 ,0.16 ,0.31 ,0.13 ,0.22 ,0.04 ,0.00 ,0.15 ,0.05 ,0.04 ,0.02 ,0.00 ,0.16 ,0.44 ,0.60 ,0.14 ,0.08 ,0.14 ,-0.12 ,0.16 ,0.28 ,0.32 ,0.18 ,0.19 
8/17,0.27 ,0.08 ,0.15 ,0.14 ,0.28 ,0.24 ,0.00 ,0.15 ,0.11 ,0.13 ,0.09 ,0.01 ,0.14 ,0.01 ,0.33 ,0.67 ,0.21 ,0.04 ,0.02 ,0.13 ,0.21 ,0.17 ,0.12 ,0.18 ,0.04 
8/24,0.02 ,0.20 ,0.19 ,0.12 ,0.53 ,0.13 ,0.44 ,0.02 ,0.31 ,0.12 ,0.10 ,0.00 ,0.35 ,0.07 ,0.42 ,0.61 ,0.11 ,0.20 ,0.12 ,0.16 ,0.20 ,0.66 ,0.34 ,0.24 ,0.22 
8/31,0.03 ,0.43 ,0.35 ,0.51 ,0.24 ,0.31 ,0.09 ,0.17 ,0.16 ,0.31 ,0.04 ,0.15 ,0.18 ,0.02 ,0.52 ,0.52 ,0.14 ,0.43 ,0.05 ,0.50 ,0.26 ,0.41 ,0.56 ,0.48 ,0.34 
9/7,0.05 ,0.00 ,0.23 ,0.13 ,0.12 ,0.17 ,0.53 ,0.03 ,0.20 ,0.10 ,0.20 ,0.85 ,0.26 ,0.05 ,0.20 ,0.21 ,0.17 ,0.08 ,0.03 ,0.66 ,0.37 ,0.54 ,0.22 ,0.32 ,0.40 
9/14,0.08 ,0.03 ,0.19 ,0.22 ,0.14 ,0.14 ,0.16 ,-0.01 ,0.35 ,0.14 ,0.09 ,0.14 ,0.14 ,0.23 ,0.32 ,0.14 ,0.09 ,0.07 ,0.13 ,0.36 ,0.02 ,0.14 ,0.14 ,0.28 ,0.24 
9/21,0.18 ,0.05 ,0.41 ,0.11 ,-0.01 ,0.14 ,0.24 ,0.04 ,0.00 ,0.17 ,0.19 ,0.05 ,0.08 ,0.15 ,0.16 ,0.09 ,0.27 ,0.18 ,0.07 ,0.29 ,0.00 ,0.16 ,0.31 ,0.13 ,0.17 
9/28,0.00 ,0.00 ,0.06 ,0.18 ,0.04 ,0.44 ,0.07 ,-0.02 ,0.03 ,0.13 ,0.00 ,0.12 ,0.00 ,0.08 ,0.06 ,0.02 ,0.04 ,0.14 ,0.03 ,0.32 ,0.01 ,0.15 ,0.07 ,0.09 ,0.03 
10/5,0.00 ,0.01 ,0.08 ,0.12 ,0.00 ,0.01 ,0.00 ,0.00 ,0.05 ,0.00 ,0.01 ,0.41 ,0.00 ,0.06 ,0.09 ,0.01 ,0.02 ,0.01 ,0.21 ,0.20 ,0.00 ,0.03 ,0.11 ,0.01 ,0.25 
10/12,0.00 ,0.08 ,0.01 ,0.02 ,-0.01 ,0.31 ,0.05 ,0.00 ,0.03 ,0.05 ,0.04 ,0.13 ,0.00 ,0.00 ,-0.01 ,-0.08 ,0.05 ,0.00 ,0.00 ,0.00 ,0.01 ,0.04 ,0.12 ,0.00 ,0.00 
10/19,0.00 ,0.25 ,0.04 ,0.20 ,0.05 ,0.01 ,0.05 ,0.01 ,-0.03 ,0.02 ,0.05 ,-0.06 ,0.04 ,0.00 ,0.08 ,-0.07 ,0.00 ,0.01 ,0.03 ,0.03 ,0.00 ,0.15 ,0.00 ,0.06 ,0.00 
10/26,0.03 ,0.24 ,0.01 ,-0.01 ,0.00 ,-0.07 ,-0.02 ,0.00 ,0.05 ,0.08 ,-0.07 ,0.00 ,-0.13 ,0.00 ,-0.12 ,0.00 ,0.00 ,0.00 ,0.01 ,0.28 ,-0.01 ,0.13 ,-0.05 ,0.04 ,0.00 
11/2,0.02 ,0.08 ,0.01 ,-0.02 ,-0.01 ,0.01 ,-0.03 ,0.00 ,0.05 ,0.09 ,-0.13 ,0.00 ,-0.05 ,-0.01 ,-0.03 ,-0.04 ,0.01 ,0.14 ,0.05 ,0.03 ,0.00 ,0.08 ,-0.02 ,-0.02 ,0.13 
11/9,0.00 ,0.00 ,-0.05 ,-0.12 ,-0.04 ,0.02 ,0.00 ,0.00 ,0.00 ,0.07 ,-0.04 ,0.00 ,-0.03 ,0.00 ,-0.10 ,-0.20 ,-0.01 ,0.00 ,-0.01 ,0.07 ,-0.01 ,0.00 ,-0.02 ,0.01 ,0.02 
11/16,0.05 ,0.01 ,-0.03 ,-0.19 ,0.00 ,-0.02 ,0.01 ,0.06 ,-0.06 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,-0.11 ,-0.27 ,-0.01 ,-0.05 ,-0.03 ,0.07 ,-0.05 ,0.01 ,-0.11 ,-0.07 ,0.00 
11/23,0.01 ,0.00 ,-0.01 ,-0.01 ,0.00 ,0.02 ,0.01 ,0.00 ,0.00 ,0.09 ,-0.26 ,0.02 ,0.00 ,0.15 ,-0.02 ,-0.05 ,-0.01 ,-0.01 ,0.00 ,0.06 ,0.00 ,-0.02 ,0.00 ,0.01 ,0.00 
11/30,0.01 ,0.03 ,-0.02 ,-0.01 ,0.00 ,-0.05 ,0.01 ,0.00 ,-0.04 ,0.01 ,0.00 ,0.00 ,0.00 ,0.17 ,-0.11 ,0.01 ,-0.01 ,0.00 ,0.01 ,0.06 ,0.00 ,-0.01 ,-0.02 ,-0.06 ,0.03 
